site.id,risk.type,species,season,index.value
B04,Kill,eland,Wet,0
B05,Kill,eland,Wet,0
B06,Kill,eland,Wet,0
B07,Kill,eland,Wet,0
B08,Kill,eland,Wet,0
C02,Kill,eland,Wet,0
C03,Kill,eland,Wet,0
C04,Kill,eland,Wet,0
C05,Kill,eland,Wet,0
C06,Kill,eland,Wet,0
C07,Kill,eland,Wet,0
C08,Kill,eland,Wet,0
C09,Kill,eland,Wet,0
C10,Kill,eland,Wet,0
C11,Kill,eland,Wet,0
C12,Kill,eland,Wet,0
C13,Kill,eland,Wet,0
D02,Kill,eland,Wet,0
D03,Kill,eland,Wet,0
D04,Kill,eland,Wet,0
D05,Kill,eland,Wet,0
D06,Kill,eland,Wet,0
D07,Kill,eland,Wet,0
D08,Kill,eland,Wet,0
D09,Kill,eland,Wet,0
D10,Kill,eland,Wet,0
D11,Kill,eland,Wet,0
D12,Kill,eland,Wet,0
D13,Kill,eland,Wet,0
E01,Kill,eland,Wet,0
E02,Kill,eland,Wet,0
E03,Kill,eland,Wet,0
E04,Kill,eland,Wet,0
E05,Kill,eland,Wet,0
E06,Kill,eland,Wet,0
E07,Kill,eland,Wet,0
E08,Kill,eland,Wet,0
E09,Kill,eland,Wet,0
E10,Kill,eland,Wet,0
E11,Kill,eland,Wet,0
E12,Kill,eland,Wet,0
E13,Kill,eland,Wet,0
F01,Kill,eland,Wet,0
F02,Kill,eland,Wet,0
F03,Kill,eland,Wet,0
F04,Kill,eland,Wet,1.392375808
F05,Kill,eland,Wet,1.403607631
F06,Kill,eland,Wet,1.431219069
F07,Kill,eland,Wet,1.515102758
F08,Kill,eland,Wet,1.739488029
F09,Kill,eland,Wet,2.182146899
F10,Kill,eland,Wet,2.235945164
F11,Kill,eland,Wet,5.002200887
F12,Kill,eland,Wet,4.619529279
F13,Kill,eland,Wet,4.579103749
G01,Kill,eland,Wet,0
G02,Kill,eland,Wet,0
G03,Kill,eland,Wet,0
G04,Kill,eland,Wet,1.413269051
G05,Kill,eland,Wet,1.462778216
G06,Kill,eland,Wet,1.567930289
G07,Kill,eland,Wet,1.797315467
G08,Kill,eland,Wet,2.517135019
G09,Kill,eland,Wet,3.819640832
G11,Kill,eland,Wet,8.289392098
G12,Kill,eland,Wet,12.27619519
G13,Kill,eland,Wet,9.380841856
H01,Kill,eland,Wet,0
H02,Kill,eland,Wet,0
H03,Kill,eland,Wet,0
H04,Kill,eland,Wet,1.530203061
H05,Kill,eland,Wet,1.655882596
H06,Kill,eland,Wet,2.543677959
H07,Kill,eland,Wet,2.657167554
H08,Kill,eland,Wet,4.916014061
H09,Kill,eland,Wet,8.996783675
H10,Kill,eland,Wet,11.245502
H11,Kill,eland,Wet,14.89377708
H12,Kill,eland,Wet,16.80109018
H13,Kill,eland,Wet,15.07237765
I02,Kill,eland,Wet,0
I03,Kill,eland,Wet,0
I04,Kill,eland,Wet,1.671205425
I05,Kill,eland,Wet,2.134134167
I06,Kill,eland,Wet,4.553999078
I07,Kill,eland,Wet,5.834595178
I08,Kill,eland,Wet,7.723401028
I09,Kill,eland,Wet,13.09376397
I10,Kill,eland,Wet,17.31773873
I11,Kill,eland,Wet,18.84897863
I12,Kill,eland,Wet,23.47458925
I13,Kill,eland,Wet,20.27285143
J02,Kill,eland,Wet,0
J03,Kill,eland,Wet,0
J04,Kill,eland,Wet,2.203445768
J05,Kill,eland,Wet,3.844897155
J06,Kill,eland,Wet,8.501093442
J07,Kill,eland,Wet,11.21519907
J08,Kill,eland,Wet,15.47377837
J09,Kill,eland,Wet,21.50720954
J10,Kill,eland,Wet,23.59126002
J11,Kill,eland,Wet,26.58208327
J12,Kill,eland,Wet,25.35577226
J13,Kill,eland,Wet,22.37724629
K03,Kill,eland,Wet,0
K04,Kill,eland,Wet,2.905010236
K05,Kill,eland,Wet,7.331267803
K06,Kill,eland,Wet,11.51093018
K07,Kill,eland,Wet,17.56726083
K08,Kill,eland,Wet,24.68227862
K09,Kill,eland,Wet,28.40487695
K10,Kill,eland,Wet,28.26830671
K11,Kill,eland,Wet,28.77235874
K12,Kill,eland,Wet,26.23804192
K13,Kill,eland,Wet,21.9377245
L03,Kill,eland,Wet,0
L04,Kill,eland,Wet,3.798717519
L05,Kill,eland,Wet,8.224977165
L06,Kill,eland,Wet,15.56616786
L07,Kill,eland,Wet,22.93733148
L08,Kill,eland,Wet,29.33284973
L09,Kill,eland,Wet,34.36469606
L10,Kill,eland,Wet,34.80848739
L11,Kill,eland,Wet,32.40786341
L12,Kill,eland,Wet,29.05096602
L13,Kill,eland,Wet,22.15658598
M03,Kill,eland,Wet,0
M04,Kill,eland,Wet,4.634773144
M05,Kill,eland,Wet,13.2309853
M06,Kill,eland,Wet,18.62861658
M07,Kill,eland,Wet,30.14589278
M08,Kill,eland,Wet,35.00472195
M09,Kill,eland,Wet,39.08986435
M10,Kill,eland,Wet,40.17822514
M11,Kill,eland,Wet,37.72690794
M12,Kill,eland,Wet,34.11805159
M13,Kill,eland,Wet,29.76034058
N03,Kill,eland,Wet,0
N04,Kill,eland,Wet,5.355751293
N05,Kill,eland,Wet,12.25466395
N06,Kill,eland,Wet,20.8563095
N07,Kill,eland,Wet,33.87242849
N08,Kill,eland,Wet,43.45513896
N09,Kill,eland,Wet,42.99958805
N10,Kill,eland,Wet,48.29348601
N11,Kill,eland,Wet,46.67452715
N12,Kill,eland,Wet,43.5609538
N13,Kill,eland,Wet,39.63066513
O04,Kill,eland,Wet,7.815831247
O05,Kill,eland,Wet,13.20804421
O06,Kill,eland,Wet,26.21671776
O07,Kill,eland,Wet,38.21652757
O08,Kill,eland,Wet,47.36247257
O09,Kill,eland,Wet,54.92892079
O10,Kill,eland,Wet,59.29512461
O11,Kill,eland,Wet,59.82842971
O12,Kill,eland,Wet,57.25565086
O13,Kill,eland,Wet,52.86328368
P04,Kill,eland,Wet,6.014440438
P05,Kill,eland,Wet,16.70215686
P06,Kill,eland,Wet,28.15497574
P06,Kill,eland,Wet,28.15497574
P07,Kill,eland,Wet,40.8644452
P08,Kill,eland,Wet,53.51353181
P09,Kill,eland,Wet,65.46425382
P10,Kill,eland,Wet,76.8941183
P11,Kill,eland,Wet,73.73405649
P12,Kill,eland,Wet,71.41688367
P13,Kill,eland,Wet,65.14703984
Q05,Kill,eland,Wet,13.82637668
Q06,Kill,eland,Wet,29.97632353
Q07,Kill,eland,Wet,44.7785241
Q08,Kill,eland,Wet,61.15614965
Q09,Kill,eland,Wet,74.58721977
Q10,Kill,eland,Wet,85.53240285
Q11,Kill,eland,Wet,87.71089189
Q12,Kill,eland,Wet,81.55733182
Q13,Kill,eland,Wet,77.9177804
R05,Kill,eland,Wet,18.22765522
R06,Kill,eland,Wet,33.49438575
R07,Kill,eland,Wet,51.2522245
R08,Kill,eland,Wet,70.77944538
R09,Kill,eland,Wet,84.46394457
R10,Kill,eland,Wet,90.48043727
R11,Kill,eland,Wet,93.3415032
R12,Kill,eland,Wet,88.0791733
R13,Kill,eland,Wet,80.2778956
S07,Kill,eland,Wet,56.51600063
S08,Kill,eland,Wet,76.26386196
S09,Kill,eland,Wet,89.8739754
S10,Kill,eland,Wet,96.94201415
S11,Kill,eland,Wet,95.72842664
S12,Kill,eland,Wet,88.4496834
S13,Kill,eland,Wet,76.51525144
T08,Kill,eland,Wet,80.21122814
T09,Kill,eland,Wet,93.89296582
T10,Kill,eland,Wet,99.41463533
T11,Kill,eland,Wet,97.43248878
T12,Kill,eland,Wet,83.27413515
T13,Kill,eland,Wet,71.06832627
U09,Kill,eland,Wet,95.64800031
U10,Kill,eland,Wet,99.83240004
U11,Kill,eland,Wet,93.10607627
U12,Kill,eland,Wet,83.48258766
U13,Kill,eland,Wet,71.65049549
V10,Kill,eland,Wet,97.02363051
B03,Kill,warthog,Wet,79.9765609
B04,Kill,warthog,Wet,79.32867099
B05,Kill,warthog,Wet,76.35366844
B06,Kill,warthog,Wet,68.01618638
B07,Kill,warthog,Wet,57.37953776
B08,Kill,warthog,Wet,42.74548672
C02,Kill,warthog,Wet,83.84480512
C03,Kill,warthog,Wet,88.50454529
C04,Kill,warthog,Wet,88.37184943
C05,Kill,warthog,Wet,84.20485139
C06,Kill,warthog,Wet,77.65878765
C07,Kill,warthog,Wet,66.30162633
C08,Kill,warthog,Wet,51.77652938
C09,Kill,warthog,Wet,37.3527073
C10,Kill,warthog,Wet,26.65445996
C11,Kill,warthog,Wet,23.22004066
C12,Kill,warthog,Wet,19.00840275
C13,Kill,warthog,Wet,16.14967549
D02,Kill,warthog,Wet,90.81867889
D03,Kill,warthog,Wet,96.28342284
D04,Kill,warthog,Wet,94.59623743
D05,Kill,warthog,Wet,89.57947005
D06,Kill,warthog,Wet,77.35360068
D07,Kill,warthog,Wet,68.71879384
D08,Kill,warthog,Wet,56.04002318
D09,Kill,warthog,Wet,41.32016367
D10,Kill,warthog,Wet,30.0983388
D11,Kill,warthog,Wet,26.36626602
D12,Kill,warthog,Wet,21.76264413
D13,Kill,warthog,Wet,18.54163805
E01,Kill,warthog,Wet,86.04658751
E02,Kill,warthog,Wet,94.14427532
E03,Kill,warthog,Wet,99.83287387
E04,Kill,warthog,Wet,98.02935288
E05,Kill,warthog,Wet,91.95197483
E06,Kill,warthog,Wet,78.79632372
E07,Kill,warthog,Wet,70.48986325
E08,Kill,warthog,Wet,58.12235676
E09,Kill,warthog,Wet,38.44748523
E10,Kill,warthog,Wet,32.78993744
E11,Kill,warthog,Wet,29.45866497
E12,Kill,warthog,Wet,24.25456213
E13,Kill,warthog,Wet,20.12463876
F01,Kill,warthog,Wet,84.32515881
F02,Kill,warthog,Wet,92.38397241
F03,Kill,warthog,Wet,97.70810378
F04,Kill,warthog,Wet,95.97317543
F05,Kill,warthog,Wet,90.40305713
F06,Kill,warthog,Wet,77.86270016
F07,Kill,warthog,Wet,65.09183444
F08,Kill,warthog,Wet,56.76639932
F09,Kill,warthog,Wet,43.66862343
F10,Kill,warthog,Wet,35.56551001
F11,Kill,warthog,Wet,29.91918803
F12,Kill,warthog,Wet,24.52101799
F13,Kill,warthog,Wet,20.48984473
G01,Kill,warthog,Wet,79.5438652
G02,Kill,warthog,Wet,87.19207884
G03,Kill,warthog,Wet,91.52283917
G04,Kill,warthog,Wet,90.95786504
G05,Kill,warthog,Wet,86.172382
G06,Kill,warthog,Wet,78.69100226
G07,Kill,warthog,Wet,67.03517128
G08,Kill,warthog,Wet,54.67416329
G09,Kill,warthog,Wet,38.80274711
G11,Kill,warthog,Wet,29.81202601
G12,Kill,warthog,Wet,25.48900693
G13,Kill,warthog,Wet,19.74422372
H01,Kill,warthog,Wet,69.75851368
H02,Kill,warthog,Wet,76.15646073
H03,Kill,warthog,Wet,81.62932512
H04,Kill,warthog,Wet,81.29506846
H05,Kill,warthog,Wet,77.25195736
H06,Kill,warthog,Wet,68.9559249
H07,Kill,warthog,Wet,60.15372601
H08,Kill,warthog,Wet,49.54139581
H09,Kill,warthog,Wet,37.13633609
H10,Kill,warthog,Wet,32.59591017
H11,Kill,warthog,Wet,28.7985712
H12,Kill,warthog,Wet,22.94299939
H13,Kill,warthog,Wet,15.78456643
I02,Kill,warthog,Wet,68.09319677
I03,Kill,warthog,Wet,73.34040236
I04,Kill,warthog,Wet,73.52262101
I05,Kill,warthog,Wet,71.4877855
I06,Kill,warthog,Wet,64.1836759
I07,Kill,warthog,Wet,54.61550653
I08,Kill,warthog,Wet,45.65514841
I09,Kill,warthog,Wet,35.94273874
I10,Kill,warthog,Wet,32.21033009
I11,Kill,warthog,Wet,28.25081808
I12,Kill,warthog,Wet,21.1409405
I13,Kill,warthog,Wet,17.40709381
J02,Kill,warthog,Wet,55.26420105
J03,Kill,warthog,Wet,66.44560302
J04,Kill,warthog,Wet,66.81241388
J05,Kill,warthog,Wet,60.21866829
J06,Kill,warthog,Wet,56.46217664
J07,Kill,warthog,Wet,49.38093772
J08,Kill,warthog,Wet,41.93295046
J09,Kill,warthog,Wet,35.60729947
J10,Kill,warthog,Wet,34.33467557
J11,Kill,warthog,Wet,27.9123632
J12,Kill,warthog,Wet,20.9636795
J13,Kill,warthog,Wet,16.60184571
K03,Kill,warthog,Wet,46.82259754
K04,Kill,warthog,Wet,51.55503661
K05,Kill,warthog,Wet,51.33438636
K06,Kill,warthog,Wet,49.75626307
K07,Kill,warthog,Wet,45.15409786
K08,Kill,warthog,Wet,40.89881119
K09,Kill,warthog,Wet,39.07121883
K10,Kill,warthog,Wet,33.57577538
K11,Kill,warthog,Wet,29.7054555
K12,Kill,warthog,Wet,23.38887237
K13,Kill,warthog,Wet,18.21745052
L03,Kill,warthog,Wet,36.7067219
L04,Kill,warthog,Wet,42.26611568
L05,Kill,warthog,Wet,45.40422962
L06,Kill,warthog,Wet,45.90690928
L07,Kill,warthog,Wet,44.45685209
L08,Kill,warthog,Wet,44.0620126
L09,Kill,warthog,Wet,43.2291333
L10,Kill,warthog,Wet,42.50533756
L11,Kill,warthog,Wet,36.66398456
L12,Kill,warthog,Wet,27.04576357
L13,Kill,warthog,Wet,20.91329509
M03,Kill,warthog,Wet,31.56622612
M04,Kill,warthog,Wet,37.39603831
M05,Kill,warthog,Wet,41.79080515
M06,Kill,warthog,Wet,44.50646333
M07,Kill,warthog,Wet,48.06394732
M08,Kill,warthog,Wet,50.02570566
M09,Kill,warthog,Wet,51.66575072
M10,Kill,warthog,Wet,50.29625775
M11,Kill,warthog,Wet,45.50454792
M12,Kill,warthog,Wet,32.82881111
M13,Kill,warthog,Wet,24.67013477
N03,Kill,warthog,Wet,27.11152836
N04,Kill,warthog,Wet,33.29882269
N05,Kill,warthog,Wet,39.52123897
N06,Kill,warthog,Wet,47.59584776
N07,Kill,warthog,Wet,53.6890006
N08,Kill,warthog,Wet,59.63774093
N09,Kill,warthog,Wet,58.24706508
N10,Kill,warthog,Wet,58.18465462
N11,Kill,warthog,Wet,54.20755227
N12,Kill,warthog,Wet,42.31388763
N13,Kill,warthog,Wet,30.75074997
O04,Kill,warthog,Wet,30.78738224
O05,Kill,warthog,Wet,36.92086654
O06,Kill,warthog,Wet,48.27305291
O07,Kill,warthog,Wet,54.90930599
O08,Kill,warthog,Wet,60.54480673
O09,Kill,warthog,Wet,65.51621166
O10,Kill,warthog,Wet,65.16239764
O11,Kill,warthog,Wet,60.61029525
O12,Kill,warthog,Wet,46.21051471
O13,Kill,warthog,Wet,32.55720843
P04,Kill,warthog,Wet,26.75186733
P05,Kill,warthog,Wet,33.0240123
P06,Kill,warthog,Wet,44.90446592
P06,Kill,warthog,Wet,44.90446592
P07,Kill,warthog,Wet,53.86125791
P08,Kill,warthog,Wet,59.95937983
P09,Kill,warthog,Wet,65.80090846
P10,Kill,warthog,Wet,61.5998313
P11,Kill,warthog,Wet,60.28380332
P12,Kill,warthog,Wet,45.25405013
P13,Kill,warthog,Wet,31.86771728
Q05,Kill,warthog,Wet,25.09190983
Q06,Kill,warthog,Wet,38.84738893
Q07,Kill,warthog,Wet,43.71773666
Q08,Kill,warthog,Wet,52.72395277
Q09,Kill,warthog,Wet,57.07258343
Q10,Kill,warthog,Wet,57.4410958
Q11,Kill,warthog,Wet,52.66766372
Q12,Kill,warthog,Wet,39.92885363
Q13,Kill,warthog,Wet,26.17613171
R05,Kill,warthog,Wet,19.69727761
R06,Kill,warthog,Wet,27.40939752
R07,Kill,warthog,Wet,34.49644519
R08,Kill,warthog,Wet,41.64935905
R09,Kill,warthog,Wet,48.37787293
R10,Kill,warthog,Wet,47.07951269
R11,Kill,warthog,Wet,40.80540213
R12,Kill,warthog,Wet,29.00585514
R13,Kill,warthog,Wet,21.21739861
S07,Kill,warthog,Wet,25.92404721
S08,Kill,warthog,Wet,30.97100922
S09,Kill,warthog,Wet,35.23340958
S10,Kill,warthog,Wet,34.41542854
S11,Kill,warthog,Wet,26.30276504
S12,Kill,warthog,Wet,22.29334826
S13,Kill,warthog,Wet,16.85352938
T08,Kill,warthog,Wet,19.60380767
T09,Kill,warthog,Wet,22.08008922
T10,Kill,warthog,Wet,25.18303767
T11,Kill,warthog,Wet,26.30276504
T12,Kill,warthog,Wet,15.17132276
T13,Kill,warthog,Wet,8.843956475
U09,Kill,warthog,Wet,16.64024582
U10,Kill,warthog,Wet,16.54456506
U11,Kill,warthog,Wet,15.3079816
U12,Kill,warthog,Wet,11.17024818
U13,Kill,warthog,Wet,9.492427773
V10,Kill,warthog,Wet,12.48693282
B03,Kill,giraffe,Wet,55.99911713
B04,Kill,giraffe,Wet,59.55939008
B05,Kill,giraffe,Wet,46.22099886
B06,Kill,giraffe,Wet,37.83483632
B07,Kill,giraffe,Wet,29.44947542
B08,Kill,giraffe,Wet,22.49956423
C02,Kill,giraffe,Wet,75.11119924
C03,Kill,giraffe,Wet,73.18176736
C04,Kill,giraffe,Wet,68.94790543
C05,Kill,giraffe,Wet,60.18257516
C06,Kill,giraffe,Wet,52.77250614
C07,Kill,giraffe,Wet,38.00649874
C08,Kill,giraffe,Wet,30.46841847
C09,Kill,giraffe,Wet,21.42544928
C10,Kill,giraffe,Wet,14.61948773
C11,Kill,giraffe,Wet,9.304156607
C12,Kill,giraffe,Wet,6.456840708
C13,Kill,giraffe,Wet,5.069737391
D02,Kill,giraffe,Wet,84.18249118
D03,Kill,giraffe,Wet,88.46199133
D04,Kill,giraffe,Wet,83.00829046
D05,Kill,giraffe,Wet,75.62874152
D06,Kill,giraffe,Wet,58.86810715
D07,Kill,giraffe,Wet,45.61693383
D08,Kill,giraffe,Wet,33.95226927
D09,Kill,giraffe,Wet,24.99637812
D10,Kill,giraffe,Wet,18.43443131
D11,Kill,giraffe,Wet,11.57257864
D12,Kill,giraffe,Wet,7.821233686
D13,Kill,giraffe,Wet,5.562224873
E01,Kill,giraffe,Wet,81.96870951
E02,Kill,giraffe,Wet,92.60637398
E03,Kill,giraffe,Wet,99.12831096
E04,Kill,giraffe,Wet,91.94310879
E05,Kill,giraffe,Wet,84.30102126
E06,Kill,giraffe,Wet,64.76327625
E07,Kill,giraffe,Wet,49.97269974
E08,Kill,giraffe,Wet,37.45315697
E09,Kill,giraffe,Wet,27.22061722
E10,Kill,giraffe,Wet,20.28904403
E11,Kill,giraffe,Wet,13.33981493
E12,Kill,giraffe,Wet,8.300228923
E13,Kill,giraffe,Wet,5.866672862
F01,Kill,giraffe,Wet,80.37769862
F02,Kill,giraffe,Wet,92.87388132
F03,Kill,giraffe,Wet,98.40926531
F04,Kill,giraffe,Wet,92.47326968
F05,Kill,giraffe,Wet,81.05642635
F06,Kill,giraffe,Wet,64.67749113
F07,Kill,giraffe,Wet,46.11018595
F08,Kill,giraffe,Wet,37.28452665
F09,Kill,giraffe,Wet,27.00615877
F10,Kill,giraffe,Wet,22.61957289
F11,Kill,giraffe,Wet,13.11034375
F12,Kill,giraffe,Wet,7.316356685
F13,Kill,giraffe,Wet,5.888061283
G01,Kill,giraffe,Wet,73.38195713
G02,Kill,giraffe,Wet,85.38063392
G03,Kill,giraffe,Wet,91.0275331
G04,Kill,giraffe,Wet,85.25965812
G05,Kill,giraffe,Wet,76.67887894
G06,Kill,giraffe,Wet,59.40484041
G07,Kill,giraffe,Wet,50.15725824
G08,Kill,giraffe,Wet,33.55061846
G09,Kill,giraffe,Wet,25.62171121
G11,Kill,giraffe,Wet,12.18540451
G12,Kill,giraffe,Wet,7.530932852
G13,Kill,giraffe,Wet,5.162251607
H01,Kill,giraffe,Wet,62.98742165
H02,Kill,giraffe,Wet,73.98733948
H03,Kill,giraffe,Wet,79.26821038
H04,Kill,giraffe,Wet,74.59753615
H05,Kill,giraffe,Wet,64.33474708
H06,Kill,giraffe,Wet,51.92076234
H07,Kill,giraffe,Wet,39.45536644
H08,Kill,giraffe,Wet,31.90246425
H09,Kill,giraffe,Wet,21.38885919
H10,Kill,giraffe,Wet,14.55301253
H11,Kill,giraffe,Wet,9.329698584
H12,Kill,giraffe,Wet,6.21938738
H13,Kill,giraffe,Wet,4.654494166
I02,Kill,giraffe,Wet,61.44712678
I03,Kill,giraffe,Wet,66.33028989
I04,Kill,giraffe,Wet,62.74025557
I05,Kill,giraffe,Wet,54.1201842
I06,Kill,giraffe,Wet,43.44980048
I07,Kill,giraffe,Wet,32.69645893
I08,Kill,giraffe,Wet,23.98777274
I09,Kill,giraffe,Wet,18.80231944
I10,Kill,giraffe,Wet,11.93618293
I11,Kill,giraffe,Wet,7.885583298
I12,Kill,giraffe,Wet,5.600945167
I13,Kill,giraffe,Wet,4.66049667
J02,Kill,giraffe,Wet,51.40654069
J03,Kill,giraffe,Wet,53.71123675
J04,Kill,giraffe,Wet,51.53440484
J05,Kill,giraffe,Wet,45.07585088
J06,Kill,giraffe,Wet,36.01509576
J07,Kill,giraffe,Wet,27.05959641
J08,Kill,giraffe,Wet,20.07258022
J09,Kill,giraffe,Wet,12.75207275
J10,Kill,giraffe,Wet,9.419567403
J11,Kill,giraffe,Wet,5.994915885
J12,Kill,giraffe,Wet,4.849473827
J13,Kill,giraffe,Wet,4.452957448
K03,Kill,giraffe,Wet,43.34718023
K04,Kill,giraffe,Wet,43.04080602
K05,Kill,giraffe,Wet,37.03407334
K06,Kill,giraffe,Wet,29.96834204
K07,Kill,giraffe,Wet,23.08774082
K08,Kill,giraffe,Wet,16.53390337
K09,Kill,giraffe,Wet,10.09218419
K10,Kill,giraffe,Wet,7.116263974
K11,Kill,giraffe,Wet,5.478770416
K12,Kill,giraffe,Wet,4.618552696
K13,Kill,giraffe,Wet,4.371011016
L03,Kill,giraffe,Wet,35.6209272
L04,Kill,giraffe,Wet,34.69619017
L05,Kill,giraffe,Wet,32.38271707
L06,Kill,giraffe,Wet,27.51975316
L07,Kill,giraffe,Wet,22.04712158
L08,Kill,giraffe,Wet,14.56406709
L09,Kill,giraffe,Wet,9.115743571
L10,Kill,giraffe,Wet,7.12878631
L11,Kill,giraffe,Wet,5.158717311
L12,Kill,giraffe,Wet,4.579789555
L13,Kill,giraffe,Wet,4.345718028
M03,Kill,giraffe,Wet,28.33044012
M04,Kill,giraffe,Wet,28.56031829
M05,Kill,giraffe,Wet,26.37887395
M06,Kill,giraffe,Wet,24.0990149
M07,Kill,giraffe,Wet,18.81726086
M08,Kill,giraffe,Wet,13.44123051
M09,Kill,giraffe,Wet,10.60779907
M10,Kill,giraffe,Wet,6.881350472
M11,Kill,giraffe,Wet,5.48093014
M12,Kill,giraffe,Wet,4.706781213
M13,Kill,giraffe,Wet,4.398537819
N03,Kill,giraffe,Wet,23.48722653
N04,Kill,giraffe,Wet,23.85517051
N05,Kill,giraffe,Wet,23.00502903
N06,Kill,giraffe,Wet,21.13580502
N07,Kill,giraffe,Wet,18.28960274
N08,Kill,giraffe,Wet,13.08079622
N09,Kill,giraffe,Wet,11.35433692
N10,Kill,giraffe,Wet,7.915673096
N11,Kill,giraffe,Wet,6.113209701
N12,Kill,giraffe,Wet,5.004193806
N13,Kill,giraffe,Wet,4.518392403
O04,Kill,giraffe,Wet,20.17203433
O05,Kill,giraffe,Wet,20.47489528
O06,Kill,giraffe,Wet,19.90907495
O07,Kill,giraffe,Wet,18.66894207
O08,Kill,giraffe,Wet,17.54384257
O09,Kill,giraffe,Wet,11.37097296
O10,Kill,giraffe,Wet,9.310534833
O11,Kill,giraffe,Wet,6.846345587
O12,Kill,giraffe,Wet,5.419375822
O13,Kill,giraffe,Wet,4.68315435
P04,Kill,giraffe,Wet,16.47097028
P05,Kill,giraffe,Wet,18.04594378
P06,Kill,giraffe,Wet,18.92240598
P06,Kill,giraffe,Wet,18.92240598
P07,Kill,giraffe,Wet,18.68369203
P08,Kill,giraffe,Wet,17.04833939
P09,Kill,giraffe,Wet,13.8426441
P10,Kill,giraffe,Wet,9.497384515
P11,Kill,giraffe,Wet,7.48042585
P12,Kill,giraffe,Wet,5.767699275
P13,Kill,giraffe,Wet,4.738102023
Q05,Kill,giraffe,Wet,15.38655385
Q06,Kill,giraffe,Wet,17.40799099
Q07,Kill,giraffe,Wet,17.86246495
Q08,Kill,giraffe,Wet,16.86534128
Q09,Kill,giraffe,Wet,13.93731785
Q10,Kill,giraffe,Wet,10.53958721
Q11,Kill,giraffe,Wet,7.642837946
Q12,Kill,giraffe,Wet,5.896116798
Q13,Kill,giraffe,Wet,5.048485598
R05,Kill,giraffe,Wet,12.45115525
R06,Kill,giraffe,Wet,14.76463903
R07,Kill,giraffe,Wet,15.71984157
R08,Kill,giraffe,Wet,14.90022363
R09,Kill,giraffe,Wet,12.5631305
R10,Kill,giraffe,Wet,9.663211852
R11,Kill,giraffe,Wet,7.243158129
R12,Kill,giraffe,Wet,5.780406598
R13,Kill,giraffe,Wet,5.164020372
S07,Kill,giraffe,Wet,12.30345413
S08,Kill,giraffe,Wet,11.83102228
S09,Kill,giraffe,Wet,10.18520722
S10,Kill,giraffe,Wet,7.623994016
S11,Kill,giraffe,Wet,6.197861575
S12,Kill,giraffe,Wet,5.509136884
S13,Kill,giraffe,Wet,5.355808997
T08,Kill,giraffe,Wet,7.860715276
T09,Kill,giraffe,Wet,7.074675149
T10,Kill,giraffe,Wet,6.610034283
T11,Kill,giraffe,Wet,6.259859422
T12,Kill,giraffe,Wet,4.997978862
T13,Kill,giraffe,Wet,5.374010915
U09,Kill,giraffe,Wet,5.605558906
U10,Kill,giraffe,Wet,5.120356146
U11,Kill,giraffe,Wet,4.785881527
U12,Kill,giraffe,Wet,4.720055686
U13,Kill,giraffe,Wet,5.084733323
V10,Kill,giraffe,Wet,4.574673374
B03,Kill,waterbuck,Wet,0
B04,Kill,waterbuck,Wet,0
B05,Kill,waterbuck,Wet,0
B06,Kill,waterbuck,Wet,0
B07,Kill,waterbuck,Wet,0
B08,Kill,waterbuck,Wet,0
C02,Kill,waterbuck,Wet,41.77618511
C03,Kill,waterbuck,Wet,46.20991553
C04,Kill,waterbuck,Wet,44.08838236
C05,Kill,waterbuck,Wet,36.58208655
C06,Kill,waterbuck,Wet,34.26174798
C07,Kill,waterbuck,Wet,26.22692435
C08,Kill,waterbuck,Wet,0
C09,Kill,waterbuck,Wet,0
C10,Kill,waterbuck,Wet,0
C11,Kill,waterbuck,Wet,0
C12,Kill,waterbuck,Wet,0
C13,Kill,waterbuck,Wet,0
D02,Kill,waterbuck,Wet,50.8809589
D03,Kill,waterbuck,Wet,61.54440144
D04,Kill,waterbuck,Wet,64.7720048
D05,Kill,waterbuck,Wet,55.7779234
D06,Kill,waterbuck,Wet,43.3309633
D07,Kill,waterbuck,Wet,39.28499871
D08,Kill,waterbuck,Wet,0
D09,Kill,waterbuck,Wet,0
D10,Kill,waterbuck,Wet,0
D11,Kill,waterbuck,Wet,0
D12,Kill,waterbuck,Wet,0
D13,Kill,waterbuck,Wet,0
E01,Kill,waterbuck,Wet,0
E02,Kill,waterbuck,Wet,56.63898155
E03,Kill,waterbuck,Wet,74.92042806
E04,Kill,waterbuck,Wet,83.76772481
E05,Kill,waterbuck,Wet,80.18250106
E06,Kill,waterbuck,Wet,70.44484064
E07,Kill,waterbuck,Wet,49.93324792
E08,Kill,waterbuck,Wet,0
E09,Kill,waterbuck,Wet,0
E10,Kill,waterbuck,Wet,0
E11,Kill,waterbuck,Wet,0
E12,Kill,waterbuck,Wet,0
E13,Kill,waterbuck,Wet,0
F01,Kill,waterbuck,Wet,0
F02,Kill,waterbuck,Wet,49.97070255
F03,Kill,waterbuck,Wet,71.05026322
F04,Kill,waterbuck,Wet,88.90204912
F05,Kill,waterbuck,Wet,97.10414878
F06,Kill,waterbuck,Wet,95.65476742
F07,Kill,waterbuck,Wet,57.95483487
F08,Kill,waterbuck,Wet,47.54348861
F09,Kill,waterbuck,Wet,0
F10,Kill,waterbuck,Wet,0
F11,Kill,waterbuck,Wet,0
F12,Kill,waterbuck,Wet,0
F13,Kill,waterbuck,Wet,0
