wet.dry,pd.day,pop.unit,site.id,var.measure,var.measure.unit,var.val
Wet,Day,Buffalo,Q12,Habitat-based predation risk (index),Index,30
Dry,Day,Buffalo,Q12,Habitat-based predation risk (index),Index,71
Wet,Night,Buffalo,Q12,Habitat-based predation risk (index),Index,43
Dry,Night,Buffalo,Q12,Habitat-based predation risk (index),Index,6
Wet,Day,Buffalo,Q13,Habitat-based predation risk (index),Index,38
Dry,Day,Buffalo,Q13,Habitat-based predation risk (index),Index,23
Wet,Night,Buffalo,Q13,Habitat-based predation risk (index),Index,13
Dry,Night,Buffalo,Q13,Habitat-based predation risk (index),Index,4
Wet,Day,Buffalo,R05,Habitat-based predation risk (index),Index,34
Dry,Day,Buffalo,R05,Habitat-based predation risk (index),Index,47
Wet,Night,Buffalo,R05,Habitat-based predation risk (index),Index,21
Dry,Night,Buffalo,R05,Habitat-based predation risk (index),Index,40
Wet,Day,Buffalo,R06,Habitat-based predation risk (index),Index,29
Dry,Day,Buffalo,R06,Habitat-based predation risk (index),Index,4
Wet,Night,Buffalo,R06,Habitat-based predation risk (index),Index,16
Dry,Night,Buffalo,R06,Habitat-based predation risk (index),Index,1
Wet,Day,Buffalo,R07,Habitat-based predation risk (index),Index,41
Dry,Day,Buffalo,R07,Habitat-based predation risk (index),Index,8
Wet,Night,Buffalo,R07,Habitat-based predation risk (index),Index,40
Dry,Night,Buffalo,R07,Habitat-based predation risk (index),Index,31
Wet,Day,Buffalo,R08,Habitat-based predation risk (index),Index,32
Dry,Day,Buffalo,R08,Habitat-based predation risk (index),Index,15
Wet,Night,Buffalo,R08,Habitat-based predation risk (index),Index,32
Dry,Night,Buffalo,R08,Habitat-based predation risk (index),Index,42
Wet,Day,Buffalo,R09,Habitat-based predation risk (index),Index,16
Dry,Day,Buffalo,R09,Habitat-based predation risk (index),Index,31
Wet,Night,Buffalo,R09,Habitat-based predation risk (index),Index,33
Dry,Night,Buffalo,R09,Habitat-based predation risk (index),Index,20
Wet,Day,Buffalo,R10,Habitat-based predation risk (index),Index,49
Dry,Day,Buffalo,R10,Habitat-based predation risk (index),Index,2
Wet,Night,Buffalo,R10,Habitat-based predation risk (index),Index,23
Dry,Night,Buffalo,R10,Habitat-based predation risk (index),Index,11
Wet,Day,Buffalo,R11,Habitat-based predation risk (index),Index,38
Dry,Day,Buffalo,R11,Habitat-based predation risk (index),Index,19
Wet,Night,Buffalo,R11,Habitat-based predation risk (index),Index,41
Dry,Night,Buffalo,R11,Habitat-based predation risk (index),Index,10
Wet,Day,Buffalo,R12,Habitat-based predation risk (index),Index,48
Dry,Day,Buffalo,R12,Habitat-based predation risk (index),Index,1
Wet,Night,Buffalo,R12,Habitat-based predation risk (index),Index,31
Dry,Night,Buffalo,R12,Habitat-based predation risk (index),Index,42
Wet,Day,Buffalo,R13,Habitat-based predation risk (index),Index,1
Dry,Day,Buffalo,R13,Habitat-based predation risk (index),Index,8
Wet,Night,Buffalo,R13,Habitat-based predation risk (index),Index,51
Dry,Night,Buffalo,R13,Habitat-based predation risk (index),Index,16
Wet,Day,Buffalo,S07,Habitat-based predation risk (index),Index,6
Dry,Day,Buffalo,S07,Habitat-based predation risk (index),Index,31
Wet,Night,Buffalo,S07,Habitat-based predation risk (index),Index,41
Dry,Night,Buffalo,S07,Habitat-based predation risk (index),Index,38
Wet,Day,Buffalo,S08,Habitat-based predation risk (index),Index,45
Dry,Day,Buffalo,S08,Habitat-based predation risk (index),Index,7
Wet,Night,Buffalo,S08,Habitat-based predation risk (index),Index,9
Dry,Night,Buffalo,S08,Habitat-based predation risk (index),Index,5
Wet,Day,Buffalo,S09,Habitat-based predation risk (index),Index,18
Dry,Day,Buffalo,S09,Habitat-based predation risk (index),Index,25
Wet,Night,Buffalo,S09,Habitat-based predation risk (index),Index,14
Dry,Night,Buffalo,S09,Habitat-based predation risk (index),Index,31
Wet,Day,Buffalo,S10,Habitat-based predation risk (index),Index,45
Dry,Day,Buffalo,S10,Habitat-based predation risk (index),Index,22
Wet,Night,Buffalo,S10,Habitat-based predation risk (index),Index,15
Dry,Night,Buffalo,S10,Habitat-based predation risk (index),Index,25
Wet,Day,Buffalo,S11,Habitat-based predation risk (index),Index,41
Dry,Day,Buffalo,S11,Habitat-based predation risk (index),Index,30
Wet,Night,Buffalo,S11,Habitat-based predation risk (index),Index,37
Dry,Night,Buffalo,S11,Habitat-based predation risk (index),Index,39
Wet,Day,Buffalo,S12,Habitat-based predation risk (index),Index,40
Dry,Day,Buffalo,S12,Habitat-based predation risk (index),Index,13
Wet,Night,Buffalo,S12,Habitat-based predation risk (index),Index,48
Dry,Night,Buffalo,S12,Habitat-based predation risk (index),Index,21
Wet,Day,Buffalo,S13,Habitat-based predation risk (index),Index,26
Dry,Day,Buffalo,S13,Habitat-based predation risk (index),Index,25
Wet,Night,Buffalo,S13,Habitat-based predation risk (index),Index,22
Dry,Night,Buffalo,S13,Habitat-based predation risk (index),Index,5
Wet,Day,Buffalo,T08,Habitat-based predation risk (index),Index,24
Dry,Day,Buffalo,T08,Habitat-based predation risk (index),Index,46
Wet,Night,Buffalo,T08,Habitat-based predation risk (index),Index,27
Dry,Night,Buffalo,T08,Habitat-based predation risk (index),Index,37
Wet,Day,Buffalo,T09,Habitat-based predation risk (index),Index,45
Dry,Day,Buffalo,T09,Habitat-based predation risk (index),Index,26
Wet,Night,Buffalo,T09,Habitat-based predation risk (index),Index,26
Dry,Night,Buffalo,T09,Habitat-based predation risk (index),Index,17
Wet,Day,Buffalo,T10,Habitat-based predation risk (index),Index,5
Dry,Day,Buffalo,T10,Habitat-based predation risk (index),Index,46
Wet,Night,Buffalo,T10,Habitat-based predation risk (index),Index,38
Dry,Night,Buffalo,T10,Habitat-based predation risk (index),Index,26
Wet,Day,Buffalo,T11,Habitat-based predation risk (index),Index,16
Dry,Day,Buffalo,T11,Habitat-based predation risk (index),Index,21
Wet,Night,Buffalo,T11,Habitat-based predation risk (index),Index,59
Dry,Night,Buffalo,T11,Habitat-based predation risk (index),Index,45
Wet,Day,Buffalo,T12,Habitat-based predation risk (index),Index,4
Dry,Day,Buffalo,T12,Habitat-based predation risk (index),Index,3
Wet,Night,Buffalo,T12,Habitat-based predation risk (index),Index,14
Dry,Night,Buffalo,T12,Habitat-based predation risk (index),Index,1
Wet,Day,Buffalo,T13,Habitat-based predation risk (index),Index,0
Dry,Day,Buffalo,T13,Habitat-based predation risk (index),Index,20
Wet,Night,Buffalo,T13,Habitat-based predation risk (index),Index,38
Dry,Night,Buffalo,T13,Habitat-based predation risk (index),Index,1
Wet,Day,Buffalo,U09,Habitat-based predation risk (index),Index,30
Dry,Day,Buffalo,U09,Habitat-based predation risk (index),Index,41
Wet,Night,Buffalo,U09,Habitat-based predation risk (index),Index,7
Dry,Night,Buffalo,U09,Habitat-based predation risk (index),Index,32
Wet,Day,Buffalo,U10,Habitat-based predation risk (index),Index,46
Dry,Day,Buffalo,U10,Habitat-based predation risk (index),Index,10
Wet,Night,Buffalo,U10,Habitat-based predation risk (index),Index,21
Dry,Night,Buffalo,U10,Habitat-based predation risk (index),Index,11
Wet,Day,Buffalo,U11,Habitat-based predation risk (index),Index,24
Dry,Day,Buffalo,U11,Habitat-based predation risk (index),Index,5
Wet,Night,Buffalo,U11,Habitat-based predation risk (index),Index,37
Dry,Night,Buffalo,U11,Habitat-based predation risk (index),Index,26
Wet,Day,Buffalo,U12,Habitat-based predation risk (index),Index,17
Dry,Day,Buffalo,U12,Habitat-based predation risk (index),Index,3
Wet,Night,Buffalo,U12,Habitat-based predation risk (index),Index,14
Dry,Night,Buffalo,U12,Habitat-based predation risk (index),Index,3
Wet,Day,Buffalo,U13,Habitat-based predation risk (index),Index,20
Dry,Day,Buffalo,U13,Habitat-based predation risk (index),Index,8
Wet,Night,Buffalo,U13,Habitat-based predation risk (index),Index,33
Dry,Night,Buffalo,U13,Habitat-based predation risk (index),Index,36
Wet,Day,Buffalo,V10,Habitat-based predation risk (index),Index,7
Dry,Day,Buffalo,V10,Habitat-based predation risk (index),Index,1
Wet,Night,Buffalo,V10,Habitat-based predation risk (index),Index,13
Dry,Night,Buffalo,V10,Habitat-based predation risk (index),Index,22
Dry,Night,Buffalo,D07,Habitat-based predation risk (index),Index,36
Wet,Day,Buffalo,D08,Habitat-based predation risk (index),Index,22
Dry,Day,Buffalo,D08,Habitat-based predation risk (index),Index,2
Wet,Night,Buffalo,D08,Habitat-based predation risk (index),Index,18
Dry,Night,Buffalo,D08,Habitat-based predation risk (index),Index,8
Wet,Day,Buffalo,D09,Habitat-based predation risk (index),Index,51
Dry,Day,Buffalo,D09,Habitat-based predation risk (index),Index,28
Wet,Night,Buffalo,D09,Habitat-based predation risk (index),Index,48
Dry,Night,Buffalo,D09,Habitat-based predation risk (index),Index,2
Wet,Day,Buffalo,D10,Habitat-based predation risk (index),Index,26
Dry,Day,Buffalo,D10,Habitat-based predation risk (index),Index,19
Wet,Night,Buffalo,D10,Habitat-based predation risk (index),Index,4
Dry,Night,Buffalo,D10,Habitat-based predation risk (index),Index,0
Wet,Day,Buffalo,D11,Habitat-based predation risk (index),Index,23
Dry,Day,Buffalo,D11,Habitat-based predation risk (index),Index,11
Wet,Night,Buffalo,D11,Habitat-based predation risk (index),Index,23
Wet,Night,Warthog,F13,Habitat-based predation risk (index),Index,34
Dry,Night,Warthog,F13,Habitat-based predation risk (index),Index,21
Wet,Day,Warthog,G01,Habitat-based predation risk (index),Index,14
Dry,Day,Warthog,G01,Habitat-based predation risk (index),Index,36
Wet,Night,Warthog,G01,Habitat-based predation risk (index),Index,32
Dry,Night,Warthog,G01,Habitat-based predation risk (index),Index,26
Wet,Day,Warthog,G02,Habitat-based predation risk (index),Index,52
Dry,Day,Warthog,G02,Habitat-based predation risk (index),Index,46
Wet,Night,Warthog,G02,Habitat-based predation risk (index),Index,33
Dry,Night,Warthog,G02,Habitat-based predation risk (index),Index,7
Wet,Day,Warthog,G03,Habitat-based predation risk (index),Index,61
Dry,Day,Warthog,G03,Habitat-based predation risk (index),Index,48
Wet,Night,Warthog,G03,Habitat-based predation risk (index),Index,21
Dry,Night,Warthog,G03,Habitat-based predation risk (index),Index,16
Wet,Day,Warthog,G04,Habitat-based predation risk (index),Index,10
Dry,Day,Warthog,G04,Habitat-based predation risk (index),Index,52
Wet,Night,Warthog,G04,Habitat-based predation risk (index),Index,15
Dry,Night,Warthog,G04,Habitat-based predation risk (index),Index,47
Wet,Day,Warthog,G05,Habitat-based predation risk (index),Index,1
Dry,Day,Warthog,G05,Habitat-based predation risk (index),Index,14
Wet,Night,Warthog,G05,Habitat-based predation risk (index),Index,4
Dry,Night,Warthog,G05,Habitat-based predation risk (index),Index,46
Wet,Day,Warthog,G06,Habitat-based predation risk (index),Index,46
Dry,Day,Warthog,G06,Habitat-based predation risk (index),Index,56
Wet,Night,Warthog,G06,Habitat-based predation risk (index),Index,45
Dry,Night,Warthog,G06,Habitat-based predation risk (index),Index,6
Wet,Day,Warthog,G07,Habitat-based predation risk (index),Index,7
Dry,Day,Warthog,G07,Habitat-based predation risk (index),Index,34
Wet,Night,Warthog,G07,Habitat-based predation risk (index),Index,38
Dry,Night,Warthog,G07,Habitat-based predation risk (index),Index,19
Wet,Day,Warthog,G08,Habitat-based predation risk (index),Index,65
Dry,Day,Warthog,G08,Habitat-based predation risk (index),Index,4
Dry,Night,Buffalo,E06,Habitat-based predation risk (index),Index,25
Wet,Day,Buffalo,E07,Habitat-based predation risk (index),Index,28
Dry,Day,Buffalo,E07,Habitat-based predation risk (index),Index,50
Wet,Night,Buffalo,E07,Habitat-based predation risk (index),Index,29
Dry,Night,Buffalo,E07,Habitat-based predation risk (index),Index,39
Wet,Day,Buffalo,E08,Habitat-based predation risk (index),Index,5
Dry,Day,Buffalo,E08,Habitat-based predation risk (index),Index,16
Wet,Night,Buffalo,E08,Habitat-based predation risk (index),Index,8
Dry,Night,Buffalo,E08,Habitat-based predation risk (index),Index,18
Wet,Day,Buffalo,E09,Habitat-based predation risk (index),Index,3
Dry,Day,Buffalo,E09,Habitat-based predation risk (index),Index,36
Wet,Night,Buffalo,E09,Habitat-based predation risk (index),Index,54
Dry,Night,Buffalo,E09,Habitat-based predation risk (index),Index,54
Wet,Day,Buffalo,E10,Habitat-based predation risk (index),Index,32
Dry,Day,Buffalo,E10,Habitat-based predation risk (index),Index,46
Wet,Night,Buffalo,E10,Habitat-based predation risk (index),Index,60
Dry,Night,Buffalo,E10,Habitat-based predation risk (index),Index,40
Wet,Day,Buffalo,E11,Habitat-based predation risk (index),Index,39
Dry,Day,Buffalo,E11,Habitat-based predation risk (index),Index,33
Wet,Night,Buffalo,E11,Habitat-based predation risk (index),Index,32
Dry,Night,Buffalo,E11,Habitat-based predation risk (index),Index,3
Wet,Day,Buffalo,E12,Habitat-based predation risk (index),Index,59
Dry,Day,Buffalo,E12,Habitat-based predation risk (index),Index,9
Wet,Night,Buffalo,E12,Habitat-based predation risk (index),Index,13
Dry,Night,Buffalo,E12,Habitat-based predation risk (index),Index,42
Wet,Day,Buffalo,E13,Habitat-based predation risk (index),Index,35
Dry,Day,Buffalo,E13,Habitat-based predation risk (index),Index,15
Wet,Night,Buffalo,E13,Habitat-based predation risk (index),Index,23
Dry,Night,Buffalo,E13,Habitat-based predation risk (index),Index,42
Wet,Day,Buffalo,F01,Habitat-based predation risk (index),Index,33
Dry,Day,Buffalo,F01,Habitat-based predation risk (index),Index,51
Wet,Night,Buffalo,F01,Habitat-based predation risk (index),Index,35
Dry,Night,Buffalo,F01,Habitat-based predation risk (index),Index,10
Wet,Day,Buffalo,F02,Habitat-based predation risk (index),Index,17
Dry,Day,Buffalo,F02,Habitat-based predation risk (index),Index,26
Wet,Night,Buffalo,F02,Habitat-based predation risk (index),Index,17
Dry,Night,Buffalo,F02,Habitat-based predation risk (index),Index,26
Wet,Day,Buffalo,F03,Habitat-based predation risk (index),Index,18
Dry,Day,Buffalo,F03,Habitat-based predation risk (index),Index,28
Wet,Night,Buffalo,F03,Habitat-based predation risk (index),Index,1
Dry,Night,Buffalo,F03,Habitat-based predation risk (index),Index,20
Wet,Day,Buffalo,F04,Habitat-based predation risk (index),Index,1
Dry,Day,Buffalo,F04,Habitat-based predation risk (index),Index,19
Wet,Night,Buffalo,F04,Habitat-based predation risk (index),Index,9
Dry,Night,Buffalo,F04,Habitat-based predation risk (index),Index,21
Wet,Day,Buffalo,F05,Habitat-based predation risk (index),Index,15
Dry,Day,Buffalo,F05,Habitat-based predation risk (index),Index,3
Wet,Night,Buffalo,F05,Habitat-based predation risk (index),Index,25
Dry,Night,Buffalo,F05,Habitat-based predation risk (index),Index,19
Wet,Day,Buffalo,F06,Habitat-based predation risk (index),Index,43
Dry,Day,Buffalo,F06,Habitat-based predation risk (index),Index,39
Wet,Night,Buffalo,F06,Habitat-based predation risk (index),Index,29
Dry,Night,Buffalo,F06,Habitat-based predation risk (index),Index,29
Wet,Day,Buffalo,F07,Habitat-based predation risk (index),Index,51
Dry,Day,Buffalo,F07,Habitat-based predation risk (index),Index,11
Wet,Night,Buffalo,F07,Habitat-based predation risk (index),Index,0
Dry,Night,Buffalo,F07,Habitat-based predation risk (index),Index,27
Wet,Day,Buffalo,F08,Habitat-based predation risk (index),Index,1
Dry,Day,Buffalo,F08,Habitat-based predation risk (index),Index,11
Wet,Night,Buffalo,F08,Habitat-based predation risk (index),Index,24
Dry,Night,Buffalo,F08,Habitat-based predation risk (index),Index,34
Wet,Day,Buffalo,F09,Habitat-based predation risk (index),Index,5
Dry,Day,Buffalo,F09,Habitat-based predation risk (index),Index,11
Wet,Night,Buffalo,F09,Habitat-based predation risk (index),Index,31
Dry,Night,Buffalo,F09,Habitat-based predation risk (index),Index,10
Wet,Day,Buffalo,F10,Habitat-based predation risk (index),Index,35
Dry,Day,Buffalo,F10,Habitat-based predation risk (index),Index,2
Wet,Night,Buffalo,F10,Habitat-based predation risk (index),Index,32
Dry,Night,Buffalo,F10,Habitat-based predation risk (index),Index,12
Wet,Day,Buffalo,F11,Habitat-based predation risk (index),Index,28
Dry,Day,Buffalo,F11,Habitat-based predation risk (index),Index,20
Wet,Night,Buffalo,F11,Habitat-based predation risk (index),Index,30
Dry,Night,Buffalo,F11,Habitat-based predation risk (index),Index,29
Wet,Day,Buffalo,F12,Habitat-based predation risk (index),Index,13
Dry,Day,Buffalo,F12,Habitat-based predation risk (index),Index,32
Wet,Night,Buffalo,F12,Habitat-based predation risk (index),Index,46
Dry,Night,Buffalo,F12,Habitat-based predation risk (index),Index,3
Wet,Day,Buffalo,F13,Habitat-based predation risk (index),Index,20
Wet,Night,Buffalo,B07,Habitat-based predation risk (index),Index,5
Dry,Night,Buffalo,B07,Habitat-based predation risk (index),Index,31
Wet,Day,Buffalo,B08,Habitat-based predation risk (index),Index,32
Dry,Day,Buffalo,B08,Habitat-based predation risk (index),Index,22
Wet,Night,Buffalo,B08,Habitat-based predation risk (index),Index,15
Dry,Night,Buffalo,B08,Habitat-based predation risk (index),Index,10
Wet,Day,Buffalo,C02,Habitat-based predation risk (index),Index,36
Dry,Day,Buffalo,C02,Habitat-based predation risk (index),Index,18
Wet,Night,Buffalo,C02,Habitat-based predation risk (index),Index,35
Dry,Night,Buffalo,C02,Habitat-based predation risk (index),Index,33
Wet,Day,Buffalo,C03,Habitat-based predation risk (index),Index,23
Dry,Day,Buffalo,C03,Habitat-based predation risk (index),Index,12
Wet,Night,Buffalo,C03,Habitat-based predation risk (index),Index,44
Dry,Night,Buffalo,C03,Habitat-based predation risk (index),Index,13
Wet,Day,Buffalo,C04,Habitat-based predation risk (index),Index,25
Dry,Day,Buffalo,C04,Habitat-based predation risk (index),Index,21
Wet,Night,Buffalo,C04,Habitat-based predation risk (index),Index,36
Dry,Night,Buffalo,C04,Habitat-based predation risk (index),Index,19
Wet,Day,Buffalo,C05,Habitat-based predation risk (index),Index,32
Dry,Day,Buffalo,C05,Habitat-based predation risk (index),Index,20
Wet,Night,Buffalo,C05,Habitat-based predation risk (index),Index,33
Dry,Night,Buffalo,C05,Habitat-based predation risk (index),Index,0
Wet,Day,Buffalo,B03,Habitat-based predation risk (index),Index,21
Dry,Day,Buffalo,B03,Habitat-based predation risk (index),Index,38
Wet,Night,Buffalo,B03,Habitat-based predation risk (index),Index,6
Dry,Night,Buffalo,B03,Habitat-based predation risk (index),Index,23
Wet,Day,Buffalo,B04,Habitat-based predation risk (index),Index,38
Dry,Day,Buffalo,B04,Habitat-based predation risk (index),Index,1
Wet,Night,Buffalo,B04,Habitat-based predation risk (index),Index,40
Dry,Night,Buffalo,B04,Habitat-based predation risk (index),Index,22
Wet,Day,Buffalo,B05,Habitat-based predation risk (index),Index,31
Dry,Day,Buffalo,B05,Habitat-based predation risk (index),Index,7
Wet,Night,Buffalo,B05,Habitat-based predation risk (index),Index,8
Dry,Night,Buffalo,B05,Habitat-based predation risk (index),Index,7
Wet,Day,Buffalo,B06,Habitat-based predation risk (index),Index,20
Dry,Day,Buffalo,B06,Habitat-based predation risk (index),Index,15
Wet,Night,Buffalo,B06,Habitat-based predation risk (index),Index,8
Dry,Night,Buffalo,B06,Habitat-based predation risk (index),Index,29
Wet,Day,Buffalo,B07,Habitat-based predation risk (index),Index,15
Dry,Day,Buffalo,B07,Habitat-based predation risk (index),Index,28
Wet,Night,Buffalo,C10,Habitat-based predation risk (index),Index,3
Dry,Night,Buffalo,C10,Habitat-based predation risk (index),Index,39
Wet,Day,Buffalo,C11,Habitat-based predation risk (index),Index,59
Dry,Day,Buffalo,C11,Habitat-based predation risk (index),Index,46
Wet,Night,Buffalo,C11,Habitat-based predation risk (index),Index,29
Dry,Night,Buffalo,C11,Habitat-based predation risk (index),Index,40
Wet,Day,Buffalo,C12,Habitat-based predation risk (index),Index,6
Dry,Day,Buffalo,C12,Habitat-based predation risk (index),Index,51
Wet,Night,Buffalo,C12,Habitat-based predation risk (index),Index,2
Dry,Night,Buffalo,C12,Habitat-based predation risk (index),Index,46
Wet,Day,Buffalo,C13,Habitat-based predation risk (index),Index,41
Dry,Day,Buffalo,C13,Habitat-based predation risk (index),Index,4
Wet,Night,Buffalo,C13,Habitat-based predation risk (index),Index,30
Dry,Night,Buffalo,C13,Habitat-based predation risk (index),Index,52
Wet,Night,Warthog,J05,Habitat-based predation risk (index),Index,26
Dry,Night,Warthog,J05,Habitat-based predation risk (index),Index,8
Wet,Day,Warthog,J06,Habitat-based predation risk (index),Index,36
Dry,Day,Warthog,J06,Habitat-based predation risk (index),Index,11
Wet,Night,Warthog,J06,Habitat-based predation risk (index),Index,30
Dry,Night,Warthog,J06,Habitat-based predation risk (index),Index,18
Wet,Day,Warthog,J07,Habitat-based predation risk (index),Index,25
Dry,Day,Warthog,J07,Habitat-based predation risk (index),Index,26
Wet,Night,Warthog,J07,Habitat-based predation risk (index),Index,35
Dry,Night,Warthog,J07,Habitat-based predation risk (index),Index,40
Wet,Day,Warthog,J08,Habitat-based predation risk (index),Index,16
Dry,Day,Warthog,J08,Habitat-based predation risk (index),Index,3
Wet,Night,Warthog,J08,Habitat-based predation risk (index),Index,40
Dry,Night,Warthog,J08,Habitat-based predation risk (index),Index,4
Wet,Day,Warthog,J09,Habitat-based predation risk (index),Index,25
Dry,Day,Warthog,J09,Habitat-based predation risk (index),Index,5
Wet,Day,Buffalo,C08,Habitat-based predation risk (index),Index,20
Dry,Day,Buffalo,C08,Habitat-based predation risk (index),Index,14
Wet,Night,Buffalo,C08,Habitat-based predation risk (index),Index,37
Dry,Night,Buffalo,C08,Habitat-based predation risk (index),Index,41
Wet,Day,Buffalo,C09,Habitat-based predation risk (index),Index,3
Dry,Day,Buffalo,C09,Habitat-based predation risk (index),Index,11
Wet,Night,Buffalo,C09,Habitat-based predation risk (index),Index,5
Dry,Night,Buffalo,C09,Habitat-based predation risk (index),Index,6
Wet,Day,Buffalo,C10,Habitat-based predation risk (index),Index,56
Dry,Day,Buffalo,C10,Habitat-based predation risk (index),Index,13
Wet,Day,Buffalo,D05,Habitat-based predation risk (index),Index,2
Dry,Day,Buffalo,D05,Habitat-based predation risk (index),Index,51
Wet,Night,Buffalo,D05,Habitat-based predation risk (index),Index,34
Dry,Night,Buffalo,D05,Habitat-based predation risk (index),Index,47
Wet,Day,Buffalo,D06,Habitat-based predation risk (index),Index,30
Dry,Day,Buffalo,D06,Habitat-based predation risk (index),Index,6
Wet,Night,Buffalo,D06,Habitat-based predation risk (index),Index,4
Dry,Night,Buffalo,D06,Habitat-based predation risk (index),Index,11
Wet,Day,Buffalo,D07,Habitat-based predation risk (index),Index,29
Wet,Day,Buffalo,D04,Habitat-based predation risk (index),Index,25
Dry,Day,Buffalo,D04,Habitat-based predation risk (index),Index,42
Wet,Night,Buffalo,D04,Habitat-based predation risk (index),Index,26
Dry,Night,Buffalo,D04,Habitat-based predation risk (index),Index,4
Dry,Day,Buffalo,D07,Habitat-based predation risk (index),Index,6
Wet,Night,Buffalo,D07,Habitat-based predation risk (index),Index,52
Dry,Night,Warthog,K04,Habitat-based predation risk (index),Index,7
Wet,Day,Warthog,K05,Habitat-based predation risk (index),Index,3
Dry,Day,Warthog,K05,Habitat-based predation risk (index),Index,5
Wet,Night,Warthog,K05,Habitat-based predation risk (index),Index,33
Dry,Night,Warthog,K05,Habitat-based predation risk (index),Index,40
Wet,Day,Warthog,K06,Habitat-based predation risk (index),Index,11
Dry,Day,Warthog,K06,Habitat-based predation risk (index),Index,47
Wet,Night,Warthog,K06,Habitat-based predation risk (index),Index,41
Dry,Night,Warthog,K06,Habitat-based predation risk (index),Index,44
Wet,Day,Warthog,K07,Habitat-based predation risk (index),Index,38
Dry,Day,Warthog,K07,Habitat-based predation risk (index),Index,18
Wet,Night,Warthog,K07,Habitat-based predation risk (index),Index,21
Dry,Night,Warthog,K07,Habitat-based predation risk (index),Index,27
Wet,Day,Warthog,K08,Habitat-based predation risk (index),Index,43
Dry,Day,Warthog,K08,Habitat-based predation risk (index),Index,29
Wet,Night,Warthog,K08,Habitat-based predation risk (index),Index,42
Wet,Night,Elephant,R10,Habitat-based predation risk (index),Index,28
Wet,Day,Elephant,R11,Habitat-based predation risk (index),Index,30
Dry,Day,Elephant,R11,Habitat-based predation risk (index),Index,3
Wet,Night,Elephant,R11,Habitat-based predation risk (index),Index,31
Dry,Night,Elephant,R10,Habitat-based predation risk (index),Index,42
Wet,Day,Elephant,R13,Habitat-based predation risk (index),Index,23
Dry,Day,Elephant,R13,Habitat-based predation risk (index),Index,9
Wet,Night,Elephant,R13,Habitat-based predation risk (index),Index,1
Dry,Night,Elephant,R13,Habitat-based predation risk (index),Index,45
Wet,Day,Elephant,S07,Habitat-based predation risk (index),Index,13
Dry,Day,Elephant,S07,Habitat-based predation risk (index),Index,2
Wet,Night,Elephant,S07,Habitat-based predation risk (index),Index,34
Dry,Night,Elephant,S07,Habitat-based predation risk (index),Index,9
Dry,Night,Elephant,R11,Habitat-based predation risk (index),Index,0
Wet,Day,Elephant,R12,Habitat-based predation risk (index),Index,33
Dry,Day,Elephant,R12,Habitat-based predation risk (index),Index,33
Wet,Night,Elephant,R12,Habitat-based predation risk (index),Index,9
Dry,Night,Elephant,R12,Habitat-based predation risk (index),Index,34
Wet,Night,Elephant,S12,Habitat-based predation risk (index),Index,49
Dry,Night,Elephant,S12,Habitat-based predation risk (index),Index,26
Wet,Day,Elephant,S13,Habitat-based predation risk (index),Index,22
Dry,Day,Elephant,S13,Habitat-based predation risk (index),Index,15
Wet,Night,Elephant,S13,Habitat-based predation risk (index),Index,1
Dry,Night,Elephant,S13,Habitat-based predation risk (index),Index,6
Wet,Day,Elephant,T08,Habitat-based predation risk (index),Index,37
Dry,Day,Elephant,T08,Habitat-based predation risk (index),Index,56
Wet,Night,Elephant,T08,Habitat-based predation risk (index),Index,8
Dry,Night,Elephant,T08,Habitat-based predation risk (index),Index,47
Wet,Day,Elephant,T09,Habitat-based predation risk (index),Index,30
Dry,Day,Elephant,T09,Habitat-based predation risk (index),Index,36
Wet,Night,Elephant,T09,Habitat-based predation risk (index),Index,34
Dry,Night,Elephant,T09,Habitat-based predation risk (index),Index,57
Wet,Day,Elephant,T10,Habitat-based predation risk (index),Index,3
Dry,Day,Elephant,T10,Habitat-based predation risk (index),Index,24
Wet,Night,Elephant,T10,Habitat-based predation risk (index),Index,47
Dry,Night,Elephant,T10,Habitat-based predation risk (index),Index,1
Wet,Day,Elephant,T11,Habitat-based predation risk (index),Index,30
Dry,Day,Elephant,T11,Habitat-based predation risk (index),Index,49
Wet,Night,Elephant,T11,Habitat-based predation risk (index),Index,8
Dry,Night,Elephant,T11,Habitat-based predation risk (index),Index,22
Wet,Day,Elephant,S08,Habitat-based predation risk (index),Index,8
Dry,Day,Elephant,S08,Habitat-based predation risk (index),Index,14
Wet,Night,Elephant,S08,Habitat-based predation risk (index),Index,1
Dry,Night,Elephant,S08,Habitat-based predation risk (index),Index,25
Wet,Day,Elephant,S09,Habitat-based predation risk (index),Index,23
Dry,Day,Elephant,S09,Habitat-based predation risk (index),Index,48
Wet,Night,Elephant,S09,Habitat-based predation risk (index),Index,45
Dry,Night,Elephant,S09,Habitat-based predation risk (index),Index,31
Wet,Day,Elephant,S10,Habitat-based predation risk (index),Index,10
Dry,Day,Elephant,S10,Habitat-based predation risk (index),Index,33
Wet,Night,Elephant,S10,Habitat-based predation risk (index),Index,36
Dry,Night,Elephant,S10,Habitat-based predation risk (index),Index,34
Wet,Day,Elephant,S11,Habitat-based predation risk (index),Index,31
Dry,Day,Elephant,S11,Habitat-based predation risk (index),Index,50
Wet,Night,Giraffe,B04,Habitat-based predation risk (index),Index,35
Dry,Night,Giraffe,B04,Habitat-based predation risk (index),Index,17
